Voie;Code ID commune;Code postal;Commune;Code departement;Code commune;CODE;Unnamed: 15;Unnamed: 16;No Volume;Unnamed: 18;Surface Carrez du 1er lot;2eme lot;Surface Carrez du 2eme lot;3eme lot;Surface Carrez du 3eme lot;4eme lot;Surface Carrez du 4eme lot;5eme lot;Surface Carrez du 5eme lot;Nombre de lots;Code type local;Type local;Identifiant local;Surface reelle bati;Nombre pieces principales
SADI CARNOT;201;6110.0;LE CANNET;6;30;6030;;;;;81,4;;;;;;;;;2;2;Appartement;;81;3
DES ALLIES;149;6500.0;MENTON;6;83;6083;;;;;51,6;;;;;;;;;1;2;Appartement;;50;2
FRANCOIS CARLO;142;6000.0;NICE;6;88;6088;;;;;28,89;;;;;;;;;1;2;Appartement;;30;1
DES CRETES;143;6300.0;NICE;6;88;6088;;;;;35,5;;;;;;;;;1;2;Appartement;;40;1
PASTORELLI;142;6000.0;NICE;6;88;6088;;;;;47,35;;;;;;;;;1;2;Appartement;;40;2
DIDEROT;142;6000.0;NICE;6;88;6088;;;;;27,03;;;;;;;;;1;2;Appartement;;34;1
DE PESSICART;144;6100.0;NICE;6;88;6088;;;;;46,48;;;;;;;;;1;2;Appartement;;46;2
GLORIA;148;6200.0;NICE;6;88;6088;;;;;58,1;;;;;;;;;2;2;Appartement;;36;1
DE LA CALIFORNIE;148;6200.0;NICE;6;88;6088;;;;;23,32;;;;;;;;;1;2;Appartement;;22;1
DE FABRON;148;6200.0;NICE;6;88;6088;;;;;75,41;;;;;;;;;2;2;Appartement;;76;3
DE FABRON;148;6200.0;NICE;6;88;6088;;;;;82,52;;;;;;;;;1;2;Appartement;;82;3
FRANCE D OUTRE MER;228;6700.0;SAINT LAURENT DU VAR;6;123;6123;;;;;29,43;;;;;;;;;1;2;Appartement;;30;1
ALLEGRE;203;6220.0;VALLAURIS;6;155;6155;;;;;17,67;;;;;;;;;1;2;Appartement;;19;1
EMILE ZOLA;258;8000.0;CHARLEVILLE-MEZIERES;8;105;8105;;;;;113,9;;;;;;;;;1;2;Appartement;;104;4
BEGAND;281;10000.0;TROYES;10;387;10387;;;;;64,07;;;;;;;;;1;2;Appartement;;41;2
AUGER GAILLARD;290;11000.0;CARCASSONNE;11;69;11069;;;;;34,5;;;;;;;;;2;2;Appartement;;34;2
PORT SOLEIL;300;11430.0;GRUISSAN;11;170;11170;;;;;25,27;;;;;;;;;1;2;Appartement;;25;2
CAVAILLON;345;13011.0;MARSEILLE 11EME;13;211;13211;;;;;85,55;;;;;;;;;1;2;Appartement;;91;3
MAL FOCH;425;19100.0;BRIVE LA GAILLARDE;19;31;19031;;;;;55,36;;;;;;;;;1;2;Appartement;;47;2
DE LA VILLE ERNAULT;431;22000.0;SAINT-BRIEUC;22;278;22278;;;;;107,55;;;;;;;;;1;2;Appartement;;102;5
VOLTAIRE;431;22000.0;SAINT-BRIEUC;22;278;22278;;;;;78,39;;;;;;;;;1;2;Appartement;;83;4
NATIONALE;485;25220.0;ROCHE LEZ BEAUPRE;25;495;25495;;;;;35,12;;;;;;;;;1;2;Appartement;;32;2
REDONDON;515;26200.0;MONTELIMAR;26;198;26198;;;;;80,52;;;;;;;;;1;1;Maison;;80;4
DES FRERES MONTGOLFIER;513;26000.0;VALENCE;26;362;26362;;;;;59,45;;;;;;;;;2;2;Appartement;;64;3
RABELAIS;513;26000.0;VALENCE;26;362;26362;;;;;105,5;;;;;;;;;1;2;Appartement;;105;3
DU MOULIN VIEUX;551;27000.0;EVREUX;27;229;27229;;;;;54,79;;;;;;;;;1;2;Appartement;;56;2
DE MAGNY;554;27200.0;VERNON;27;681;27681;;;;;63,08;;;;;;;;;1;2;Appartement;;63;2
MARECHAL ORNANO;616;20000.0;AJACCIO;2A;4;2A004;;;;;98,93;;;;;;;;;1;2;Appartement;;99;4
PIETRA VARGHIA;656;20128.0;ALBITRECCIA;2A;8;2A008;;;;;55,09;;;;;;;;;2;2;Appartement;;55;4
FORCOLI;622;20128.0;GROSSETO-PRUGNA;2A;130;2A130;;;;;56,64;;;;;;;;;1;2;Appartement;;42;2
SOLENZARA;641;20145.0;SARI-SOLENZARA;2A;269;2A269;;;;;54,45;;;;;;;;;1;2;Appartement;;52;2
LES TERRASSES DU PARC J;629;20167.0;SARROLA-CARCOPINO;2A;271;2A271;;;;;71,41;;;;;;;;;2;2;Appartement;;73;3
D AVEJAN;722;30100.0;ALES;30;7;30007;;;;;175,18;;;;;;;;;1;2;Appartement;;175;4
DU 8 MAI 1945;728;30140.0;ANDUZE;30;10;30010;;;;;62,01;;;;;;;;;1;2;Appartement;;62;3
ALSACE LORRAINE;663;30240.0;LE GRAU DU ROI;30;133;30133;;;;;80,79;;;;;;;;;2;2;Appartement;;80;3
EMILE VIDAL;665;30900.0;NIMES;30;189;30189;;;;;57,19;;;;;;;;;1;2;Appartement;;58;3
HUBERT ROUGER;665;30900.0;NIMES;30;189;30189;;;;;64,48;;;;;;;;;1;2;Appartement;;44;2
CASTOR;744;31140.0;LAUNAGUET;31;282;31282;;;;;96,68;;;;;;;;;1;1;Maison;;90;5
ANITA CONTI;742;31520.0;RAMONVILLE ST AGNE;31;446;31446;;;;;66,37;;;;;;;;;2;2;Appartement;;65;3
DU PRAT LONG;730;31200.0;TOULOUSE;31;555;31555;;;;;62,1;;;;;;;;;1;2;Appartement;;62;3
DE LA GARONNE;730;31200.0;TOULOUSE;31;555;31555;;;;;74;;;;;;;;;1;2;Appartement;;74;4
ERNEST RENAN;730;31200.0;TOULOUSE;31;555;31555;;;;;32,59;;;;;;;;;1;2;Appartement;;34;2
DE FRONTON;730;31200.0;TOULOUSE;31;555;31555;;;;;72,63;;;;;;;;;1;2;Appartement;;91;2
DE GIRONIS;749;31100.0;TOULOUSE;31;555;31555;;;;;26,04;;;;;;;;;1;2;Appartement;;26;1
DE L OCEAN;809;33120.0;ARCACHON;33;9;33009;;;;;38,7;;;;;;;;;1;2;Appartement;;33;1
HERICART DE THURY;809;33120.0;ARCACHON;33;9;33009;;;;;29,43;;;;;;;;;1;2;Appartement;;29;1
DU SERPORAT;796;33800.0;BORDEAUX;33;63;33063;;;;;18,35;;;;;;;;;1;2;Appartement;;26;2
MOULINIE;783;33000.0;BORDEAUX;33;63;33063;;;;;39,24;;;;;;;;;1;2;Appartement;;40;2
LUFLADE;783;33000.0;BORDEAUX;33;63;33063;;;;;92,17;;;;;;;;;1;2;Appartement;;100;3
DU PROFESSEUR VILLEMIN;799;33170.0;GRADIGNAN;33;192;33192;;;;;43,71;;;;;;;;;1;2;Appartement;;46;2
DU PDT SALVADOR ALLENDE;819;33310.0;LORMONT;33;249;33249;;;;;42,68;;;;;;;;;1;2;Appartement;;41;2
ARISTIDE BRIAND;798;33700.0;MERIGNAC;33;281;33281;;;;;58,89;;;;;;;;;1;2;Appartement;;14;1
DES TULIPES;801;33600.0;PESSAC;33;318;33318;;;;;64,33;;;;;;;;;1;2;Appartement;;64;2
DE BOURG;849;33240.0;SAINT-ANDRE-DE-CUBZAC;33;366;33366;;;;;73,58;;;;;;;;;1;2;Appartement;;73;4
MONTESQUIEU;782;33160.0;SAINT MEDARD EN JALLES;33;449;33449;;;;;72,96;;;;;;;;;1;1;Maison;;125;3
DE LA NEVE;878;33780.0;SOULAC-SUR-MER;33;514;33514;;;;;74,37;;;;;;;;;1;1;Maison;;77;3
DE ROCHELONGUE;947;34300.0;AGDE;34;3;34003;;;;;26,7;;;;;;;;;1;2;Appartement;;26;1
FRANCOISE GIROUD;908;34800.0;CLERMONT L HERAULT;34;79;34079;;;;;29,65;;;;;;;;;1;2;Appartement;;30;2
DES PIVOINES;907;34400.0;LUNEL;34;145;34145;;;;;41,71;;;;;;;;;2;2;Appartement;;42;2
DE LA BELLE BOUCHE;949;34340.0;MARSEILLAN;34;150;34150;;;;;38,99;;;;;;;;;1;2;Appartement;;36;2
ETIENNE MARCEL;1035;37000.0;TOURS;37;261;37261;;;;;75,7;;;;;;;;;1;2;Appartement;;83;2
COMMUNAL DE L ENVERS PRAPO;1091;38190.0;LES ADRETS;38;2;38002;;;;;32,39;;;;;;;;;3;2;Appartement;;33;2
ROSSIGNOL;1079;38580.0;ALLEVARD;38;6;38006;;;;;48,25;;;;;;;;;1;2;Appartement;;46;1
JEAN JAURES;1054;38000.0;GRENOBLE;38;185;38185;;;;;105,5;;;;;;;;;1;2;Appartement;;110;4
LIBERATION - GEN DE GAULLE;1055;38100.0;GRENOBLE;38;185;38185;;;;;103,4;;;;;;;;;1;2;Appartement;;103;5
HONORE DE BALZAC;1083;38340.0;VOREPPE;38;565;38565;;;;;85;;;;;;;;;1;2;Appartement;;85;4
BAUZONNET;1136;39100.0;DOLE;39;198;39198;;;;;48,06;;;;;;;;;2;2;Appartement;;43;3
MARIE CURIE;1160;40280.0;SAINT-PIERRE-DU-MONT;40;281;40281;;;;;43,79;;;;;;;;;1;2;Appartement;;44;2
BROSSARD;1204;42000.0;SAINT-ETIENNE;42;218;42218;;;;;64,15;;;;;;;;;1;2;Appartement;;64;2
AMPERE;1204;42000.0;SAINT-ETIENNE;42;218;42218;;;;;64,42;;;;;;;;;1;2;Appartement;;65;3
MONTAGNY;1205;42100.0;SAINT-ETIENNE;42;218;42218;;;;;110,84;;;;;;;;;4;2;Appartement;;111;4
HENRI DECHAUD;1205;42100.0;SAINT-ETIENNE;42;218;42218;;;;;107,81;;;;;;;;;2;2;Appartement;;109;5
PASTEUR;1354;44110.0;CHATEAUBRIANT;44;36;44036;;;;;37,5;;;;;;;;;1;2;Appartement;;40;2
DE L OCEAN;1347;44500.0;LA BAULE-ESCOUBLAC;44;55;44055;;;;;76,02;;;;;;;;;1;2;Appartement;;77;3
NICOLAS APPERT;1280;44100.0;NANTES;44;109;44109;;;;;79,02;;;;;;;;;2;2;Appartement;;80;4
DU MARECHAL FOCH PORNIC;1316;44210.0;PORNIC;44;131;44131;;;;;44,17;;;;;;;;;1;2;Appartement;;47;4
CHARLOTTE;1325;44380.0;PORNICHET;44;132;44132;;;;;27,9;;;;;;;;;1;2;Appartement;;31;0
FRANCIS CARCO;1286;44400.0;REZE;44;143;44143;;;;;66,81;;;;;;;;;2;2;Appartement;;62;3
SATURNE;1282;44800.0;ST-HERBLAIN;44;162;44162;;;;;80,56;;;;;;;;;1;1;Maison;;82;4
DE LA RES TOURELLES;1382;45200.0;MONTARGIS;45;208;45208;;;;;61,64;;;;;;;;;2;2;Appartement;;62;3
ST PAUL;1356;45000.0;ORLEANS;45;234;45234;;;;;29,17;;;;;;;;;1;2;Appartement;;29;1
D ALSACE LORRAINE;1462;50200.0;COUTANCES;50;147;50147;;;;;64,67;;;;;;;;;1;2;Appartement;;60;2
DU CHATEAU - ST-H-DU-H;1453;50600.0;SAINT-HILAIRE-DU-HARCOUET;50;484;50484;;;;;46,5;;;;;;;;;1;2;Appartement;;47;1
DU CAMP D ATTILA;1476;51000.0;CHALONS EN CHAMPAGNE;51;108;51108;;;;;100,53;;;;;;;;;2;2;Appartement;;101;4
DESBUREAUX;1488;51100.0;REIMS;51;454;51454;;;;;86,55;;;;;;;;;2;2;Appartement;;103;5
DES ROMAINS;1488;51100.0;REIMS;51;454;51454;;;;;42,4;;;;;;;;;1;2;Appartement;;41;2
DE MON DESERT;1512;54000.0;NANCY;54;395;54395;;;;;49,97;;;;;;;;;2;2;Appartement;;53;3
EDMONDE CHARLES ROUX;1512;54000.0;NANCY;54;395;54395;;;;;65,91;;;;;;;;;1;2;Appartement;;66;3
GAMBETTA;1515;54130.0;SAINT MAX;54;482;54482;;;;;36,73;;;;;;;;;1;2;Appartement;;36;2
JEAN GIRAUDOUX;1518;54600.0;VILLERS LES NANCY;54;578;54578;;;;;24,83;;;;;;;;;1;2;Appartement;;22;1
LES GWENANS;1579;56520.0;GUIDEL;56;78;56078;;;;;39,9;;;;;;;;;1;1;Maison;;42;3
DE KERDERFF;1581;56260.0;LARMOR-PLAGE;56;107;56107;;;;;51,49;;;;;;;;;2;2;Appartement;;52;3
DE CLISSON;1582;56100.0;LORIENT;56;121;56121;;;;;48,95;;;;;;;;;1;2;Appartement;;48;2
DU PORT DE PECHE;1601;56170.0;QUIBERON;56;186;56186;;;;;12,14;;;;;;;;;1;2;Appartement;;20;2
GEORGES DEMELEMESTER;1663;59320.0;HALLENNES-LEZ-HAUBOURDIN;59;278;59278;;;;;70,97;;;;;;;;;1;2;Appartement;;90;4
PIERRE ROMMES;1663;59320.0;HALLENNES-LEZ-HAUBOURDIN;59;278;59278;;;;;60,9;;;;;;;;;1;2;Appartement;;60;3
DE LILLE;1672;59250.0;HALLUIN;59;279;59279;;;;;71,94;;;;;;;;;1;2;Appartement;;74;3
LA HOUBLONNIERE;1644;59160.0;LILLE;59;350;59350;;;;;81,92;;;;;;;;;1;2;Appartement;;81;4
DE L EPINETTE;1627;59000.0;LILLE;59;350;59350;;;;;66,9;;;;;;;;;2;2;Appartement;;63;4
LEON GAMBETTA;1627;59000.0;LILLE;59;350;59350;;;;;30,92;;;;;;;;;1;2;Appartement;;42;1
DE L ABBE BONPAIN;1667;59700.0;MARCQ EN BAROEUL;59;378;59378;;;;;64,15;;;;;;;;;1;2;Appartement;;63;3
ROBERT SCHUMAN;1628;59370.0;MONS EN BAROEUL;59;410;59410;;;;;86,55;;;;;;;;;2;2;Appartement;;88;4
GIVERNY BRD DE DOUAI;1642;59100.0;ROUBAIX;59;512;59512;;;;;95,2;;;;;;;;;2;2;Appartement;;98;4
GEORGES FOREST;1718;60200.0;COMPIEGNE;60;159;60159;;;;;28,3;;;;;;;;;1;2;Appartement;;27;1
BENJAMIN RASPAIL;1741;60100.0;CREIL;60;175;60175;;;;;24,14;;;;;;;;;2;2;Appartement;;24;1
STE AGATHE;1748;60800.0;CREPY EN VALOIS;60;176;60176;;;;;46,64;;;;;;;;;1;2;Appartement;;45;2
DU GEN DE GAULLE;1733;60180.0;NOGENT SUR OISE;60;463;60463;;;;;26,85;;;;;;;;;2;2;Appartement;;20;1
DU DR ROUX (LES MELEZES);1733;60180.0;NOGENT SUR OISE;60;463;60463;;;;;101,76;;;;;;;;;1;2;Appartement;;72;3
DR LAPORTE;1772;60128.0;PLAILLY;60;494;60494;;;;;29,81;;;;;;;;;1;2;Appartement;;35;1
LEON BOUFFLET;1750;60740.0;ST MAXIMIN;60;589;60589;;;;;46,3;;;;;;;;;1;2;Appartement;;48;2
J B DELAPORTE;1776;62000.0;ARRAS;62;41;62041;;;;;19,23;;;;;;;;;1;2;Appartement;;19;1
WINSTON CHURCHILL;1801;62152.0;NEUFCHATEL-HARDELOT;62;604;62604;;;;;34,26;;;;;;;;;2;2;Appartement;;35;1
DE LA HARPE;1816;63200.0;RIOM;63;300;63300;;;;;53,24;;;;;;;;;1;2;Appartement;;58;3
DU TONKIN;1827;64140.0;LONS;64;348;64348;;;;;76,24;;;;;;;;;2;2;Appartement;;77;4
DU GENERAL FOY;1838;64300.0;ORTHEZ;64;430;64430;;;;;33,56;;;;;;;;;1;2;Appartement;;37;1
DU QUATORZE JUILLET;1825;64000.0;PAU;64;445;64445;;;;;42,22;;;;;;;;;1;2;Appartement;;50;2
DE LA PAIX;1825;64000.0;PAU;64;445;64445;;;;;99,53;;;;;;;;;1;2;Appartement;;96;5
DU TROIS SEPTEMBRE 1944;2017;69480.0;ANSE;69;9;69009;;;;;49,49;;;;;;;;;1;2;Appartement;;52;2
DE GARGANTUA;1978;69570.0;DARDILLY;69;72;69072;;;;;107,95;;;;;;;;;2;2;Appartement;;112;5
DE LA CHARDONNIERE;1915;69270.0;FONTAINES SUR SAONE;69;88;69088;;;;;71,84;;;;;;;;;1;2;Appartement;;71;3
DEPARTEMENTALE 386;1960;69520.0;GRIGNY;69;96;69096;;;;;43,17;;;;;;;;;1;2;Appartement;;42;2
GEN LECLERC;1954;69350.0;LA MULATIERE;69;142;69142;;;;;67,38;;;;;;;;;1;2;Appartement;;67;4
DU 8 MAI 1945;1911;69650.0;QUINCIEUX;69;163;69163;;;;;81,53;;;;;;;;;1;2;Appartement;;81;5
FRANCIS DE PRESSENSE;1934;69200.0;VENISSIEUX;69;259;69259;;;;;40,94;;;;;;;;;2;2;Appartement;;40;2
HENRI VERNEUIL;1938;69800.0;SAINT-PRIEST;69;290;69290;;;;;40,31;;;;;;;;;1;2;Appartement;;40;2
DE THOU;1913;69001.0;LYON 1ER;69;381;69381;;;;;45,13;;;;;;;;;1;2;Appartement;;46;2
DES MARRONNIERS;1906;69002.0;LYON 2EME;69;382;69382;;;;;32,37;;;;;;;;;1;2;Appartement;;33;2
ALBERT THOMAS;1927;69003.0;LYON 3EME;69;383;69383;;;;;25,05;;;;;;;;;1;2;Appartement;;24;1
BOURNES;1908;69004.0;LYON 4EME;69;384;69384;;;;;68,08;;;;;;;;;2;2;Appartement;;68;3
PROFESSEUR GRIGNARD;1928;69007.0;LYON 7EME;69;387;69387;;;;;46;;;;;;;;;2;2;Appartement;;49;1
CHATEAUBRIAND;1928;69007.0;LYON 7EME;69;387;69387;;;;;49,92;;;;;;;;;1;2;Appartement;;49;2
SAINT FIRMIN;1930;69008.0;LYON 8EME;69;388;69388;;;;;79,56;;;;;;;;;2;2;Appartement;;76;5
PROF MARCEL DARGENT;1930;69008.0;LYON 8EME;69;388;69388;;;;;63,33;;;;;;;;;1;2;Appartement;;65;3
DU CHATEAU DE LA DUCHERE;1910;69009.0;LYON 9EME;69;389;69389;;;;;59,27;;;;;;;;;2;2;Appartement;;53;3
DE LA FRATERNELLE;1910;69009.0;LYON 9EME;69;389;69389;;;;;19,79;;;;;;;;;1;2;Appartement;;19;1
ROGER LAGRANGE;2050;71100.0;CHALON-SUR-SAONE;71;76;71076;;;;;26,79;;;;;;;;;1;2;Appartement;;27;1
GRANDE RUE;2050;71100.0;CHALON-SUR-SAONE;71;76;71076;;;;;33,89;;;;;;;;;1;2;Appartement;;34;2
BOUCICAUT;2050;71100.0;CHALON-SUR-SAONE;71;76;71076;;;;;79,67;;;;;;;;;2;2;Appartement;;84;3
MARCEL PROUST;2065;72000.0;LE MANS;72;181;72181;;;;;90,82;;;;;;;;;1;2;Appartement;;94;4
DE CHEVALY;2170;74440.0;TANINGES;74;276;74276;;;;;28,01;;;;;;;;;1;2;Appartement;;30;1
DE CHEVALY;2170;74440.0;TANINGES;74;276;74276;;;;;27,33;;;;;;;;;2;2;Appartement;;28;2
SAINTE FOY;3214;75002.0;PARIS 02;75;102;75102;;;;;17,2;;;;;;;;;1;2;Appartement;;22;1
SAINT DENIS;3214;75002.0;PARIS 02;75;102;75102;;;;;47,07;;;;;;;;;2;2;Appartement;;47;2
AU MAIRE;3195;75003.0;PARIS 03;75;103;75103;;;;;11,46;;;;;;;;;1;2;Appartement;;12;1
COMMINES;3195;75003.0;PARIS 03;75;103;75103;;;;;42,94;;;;;;;;;2;2;Appartement;;46;2
SIMON LE FRANC;3213;75004.0;PARIS 04;75;104;75104;;;;;28,66;;;;;;;;;1;2;Appartement;;32;1
DE RIVOLI;3213;75004.0;PARIS 04;75;104;75104;;;;;146;;;;;;;;;1;2;Appartement;;130;4
DU CHERCHE MIDI;3198;75006.0;PARIS 06;75;106;75106;;;;;65;;;;;;;;;2;2;Appartement;;120;5
LINCOLN;3197;75008.0;PARIS 08;75;108;75108;;;;;14,21;;;;;;;;;1;2;Appartement;;11;1
DE MOSCOU;3197;75008.0;PARIS 08;75;108;75108;;;;;69,64;;;;;;;;;1;2;Appartement;;63;4
DE PARME;3202;75009.0;PARIS 09;75;109;75109;;;;;18,42;;;;;;;;;1;2;Appartement;;19;1
TURGOT;3202;75009.0;PARIS 09;75;109;75109;;;;;5,72;;;;;;;;;2;2;Appartement;;9;1
DE LA FOLIE MERICOURT;3203;75011.0;PARIS 11;75;111;75111;;;;;71,95;;;;;;;;;2;2;Appartement;;71;3
BESLAY;3203;75011.0;PARIS 11;75;111;75111;;;;;41,11;;;;;;;;;2;2;Appartement;;35;3
DU CHEMIN VERT;3203;75011.0;PARIS 11;75;111;75111;;;;;20,16;;;;;;;;;1;2;Appartement;;22;1
BASFROI;3203;75011.0;PARIS 11;75;111;75111;;;;;32,36;;;;;;;;;2;2;Appartement;;32;2
SEDAINE;3203;75011.0;PARIS 11;75;111;75111;;;;;38,02;;;;;;;;;1;2;Appartement;;36;2
CHEVREUL;3203;75011.0;PARIS 11;75;111;75111;;;;;65,96;;;;;;;;;2;2;Appartement;;66;3
DAUMESNIL;3204;75012.0;PARIS 12;75;112;75112;;;;;41,83;;;;;;;;;2;2;Appartement;;33;3
DU FBG ST ANTOINE;3204;75012.0;PARIS 12;75;112;75112;;;;;38,02;;;;;;;;;1;2;Appartement;;8;1
CROZATIER;3204;75012.0;PARIS 12;75;112;75112;;;;;60,83;;;;;;;;;1;2;Appartement;;61;3
BECCARIA;3204;75012.0;PARIS 12;75;112;75112;;;;;37,15;;;;;;;;;2;2;Appartement;;35;2
DE VAUGIRARD;3207;75015.0;PARIS 15;75;115;75115;;;;;43,73;;;;;;;;;2;2;Appartement;;42;2
DU THEATRE;3207;75015.0;PARIS 15;75;115;75115;;;;;128,81;;;;;;;;;2;2;Appartement;;130;7
DES BERGERS;3207;75015.0;PARIS 15;75;115;75115;;;;;43,16;;;;;;;;;1;2;Appartement;;42;2
MOLITOR;3208;75016.0;PARIS 16;75;116;75116;;;;;97;;;;;;;;;1;2;Appartement;;95;4
OSWALDO CRUZ;3208;75016.0;PARIS 16;75;116;75116;;;;;56,47;;;;;;;;;2;2;Appartement;;56;2
GREUZE;3208;75016.0;PARIS 16;75;116;75116;;;;;322,82;;;;;;;;;3;2;Appartement;;250;8
DECAMPS;3208;75016.0;PARIS 16;75;116;75116;;;;;190,1;;;;;;;;;2;2;Appartement;;192;6
SPONTINI;3208;75016.0;PARIS 16;75;116;75116;;;;;75,55;;;;;;;;;1;2;Appartement;;79;4
GEORGES BIZET;3208;75016.0;PARIS 16;75;116;75116;;;;;28,01;;;;;;;;;1;2;Appartement;;26;1
DES ACACIAS;3209;75017.0;PARIS 17;75;117;75117;;;;;47,95;;;;;;;;;2;2;Appartement;;48;2
BROCHANT;3209;75017.0;PARIS 17;75;117;75117;;;;;53,71;;;;;;;;;2;2;Appartement;;54;2
SAUFFROY;3209;75017.0;PARIS 17;75;117;75117;;;;;13,74;;;;;;;;;1;2;Appartement;;13;1
NAVIER;3209;75017.0;PARIS 17;75;117;75117;;;;;39,15;;;;;;;;;1;2;Appartement;;45;3
VAUVENARGUES;3210;75018.0;PARIS 18;75;118;75118;;;;;87,19;;;;;;;;;1;2;Appartement;;173;8
JOSEPH DE MAISTRE;3210;75018.0;PARIS 18;75;118;75118;;;;;15,19;;;;;;;;;1;2;Appartement;;14;1
LEPIC;3210;75018.0;PARIS 18;75;118;75118;;;;;14;;;;;;;;;1;2;Appartement;;15;1
D ANDREZIEUX;3210;75018.0;PARIS 18;75;118;75118;;;;;68,42;;;;;;;;;2;2;Appartement;;66;3
ALBERT ROBIDA;3212;75019.0;PARIS 19;75;119;75119;;;;;71,96;;;;;;;;;2;2;Appartement;;73;3
JANSSEN;3212;75019.0;PARIS 19;75;119;75119;;;;;41,57;;;;;;;;;1;2;Appartement;;49;2
ALPHONSE PENAUD;3211;75020.0;PARIS 20;75;120;75120;;;;;17,02;;;;;;;;;1;2;Appartement;;25;1
DE MENILMONTANT;3211;75020.0;PARIS 20;75;120;75120;;;;;27,19;;;;;;;;;1;2;Appartement;;27;1
DES PYRENEES;3211;75020.0;PARIS 20;75;120;75120;;;;;59,37;;;;;;;;;2;2;Appartement;;75;3
D INGOUVILLE;2228;76620.0;LE HAVRE;76;351;76351;;;;;64,61;;;;;;;;;2;2;Appartement;;64;3
DE LA BRESLE;2211;76130.0;MONT-SAINT-AIGNAN;76;451;76451;;;;;65,32;;;;;;;;;2;2;Appartement;;67;4
DE L ETANG;2249;76190.0;YVETOT;76;758;76758;;;;;39,65;;;;;;;;;2;2;Appartement;;39;2
DU GENERAL LECLERC;2260;77170.0;BRIE COMTE ROBERT;77;53;77053;;;;;25,2;;;;;;;;;1;2;Appartement;;25;1
ANTOINE GIROUST;2348;77600.0;BUSSY-SAINT-GEORGES;77;58;77058;;;;;30,03;;;;;;;;;1;2;Appartement;;29;1
DU 26 AOUT 1944;2278;77820.0;CHATELET-EN-BRIE (LE);77;100;77100;;;;;28,61;;;;;;;;;1;2;Appartement;;35;3
NICOLAS FOUQUET;2262;77380.0;COMBS LA VILLE;77;122;77122;;;;;65,1;;;;;;;;;1;2;Appartement;;66;3
DU GENERAL DE GAULLE;2361;77230.0;DAMMARTIN-EN-GOELE;77;153;77153;;;;;44,24;;;;;;;;;1;2;Appartement;;43;2
DE LA LIBERATION;2361;77230.0;DAMMARTIN-EN-GOELE;77;153;77153;;;;;57,02;;;;;;;;;2;2;Appartement;;57;3
D ALSACE;2267;77220.0;GRETZ-ARMAINVILLIERS;77;215;77215;;;;;63,8;;;;;;;;;1;2;Appartement;;63;3
DU HARAS;2363;77185.0;LOGNES;77;258;77258;;;;;43,59;;;;;;;;;1;2;Appartement;;43;2
RAOULT;2342;77100.0;MEAUX;77;284;77284;;;;;43,53;;;;;;;;;1;2;Appartement;;43;2
LOUIS BRAILLE;2342;77100.0;MEAUX;77;284;77284;;;;;77,05;;;;;;;;;2;2;Appartement;;76;4
DE LA VISITATION;2342;77100.0;MEAUX;77;284;77284;;;;;25,06;;;;;;;;;1;2;Appartement;;25;1
DES FOSSES;2256;77000.0;MELUN;77;288;77288;;;;;33,85;;;;;;;;;1;2;Appartement;;35;1
DES PETITS CHAUMES;2296;77250.0;MORET-LOING-ET-ORVANNE;77;316;77316;;;;;65,05;;;;;;;;;1;1;Maison;;61;4
DU BUISSON;2351;77186.0;NOISIEL;77;337;77337;;;;;81,88;;;;;;;;;1;2;Appartement;;78;4
GERARD DE NERVAL;2386;77280.0;OTHIS;77;349;77349;;;;;45,14;;;;;;;;;1;2;Appartement;;46;2
DE LA REPUBLIQUE;2272;77340.0;PONTAULT COMBAULT;77;373;77373;;;;;63,03;;;;;;;;;1;2;Appartement;;63;3
DES TILLEULS;2272;77340.0;PONTAULT COMBAULT;77;373;77373;;;;;90,87;;;;;;;;;1;1;Maison;;83;4
DE FONTAINEBLEAU;2264;77310.0;SAINT-FARGEAU-PONTHIERRY;77;407;77407;;;;;49,51;;;;;;;;;2;2;Appartement;;50;2
PAUL ALGIS;2362;77360.0;VAIRES SUR MARNE;77;479;77479;;;;;39,15;;;;;;;;;1;1;Maison;;95;4
DES SABLONS;2258;77000.0;VAUX-LE-PENIL;77;487;77487;;;;;139,3;;;;;;;;;1;1;Maison;;141;6
DU MAL FOCH;2446;78570.0;ANDRESY;78;15;78015;;;;;104,73;;;;;;;;;1;2;Appartement;;110;6
DE LA CROIX BLANCHE;2441;78870.0;BAILLY;78;43;78043;;;;;131,27;;;;;;;;;1;1;Maison;;140;6
PELLETIER;2453;78955.0;CARRIERES SOUS POISSY;78;123;78123;;;;;48,57;;;;;;;;;1;2;Appartement;;45;2
DU HETRE ROUGE;2464;78920.0;ECQUEVILLY;78;206;78206;;;;;75,15;;;;;;;;;1;1;Maison;;71;4
DE L ENTENTE CORDIALE;2424;78600.0;MAISONS-LAFFITTE;78;358;78358;;;;;76,85;;;;;;;;;2;2;Appartement;;76;4
DU GENERAL LECLERC;2445;78230.0;PECQ (LE);78;481;78481;;;;;28,06;;;;;;;;;1;2;Appartement;;28;1
DES LOUVIERS;2447;78100.0;SAINT-GERMAIN-EN-LAYE;78;551;78551;;;;;21,2;;;;;;;;;1;2;Appartement;;22;1
PRESIDENT ROOSEVELT;2425;78500.0;SARTROUVILLE;78;586;78586;;;;;44,25;;;;;;;;;1;2;Appartement;;65;4
